p_num,isws_facility_id,owner,fac_well_num,depth_total_last_known,lam_x,lam_y,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
409260,19790450,JOLIET,1,1621,3386130,3096319,120330000,176160000,383980000,145720000,30360000,5710000,1460000,18850000,8290000,,1250000,46304000,106179000,43977000,16809000,,,,,17550852,,,21503496,21503496,195720000,217650000,12182000,12182000,,,,,,,,,,,
409261,19790450,JOLIET,602,1575,3385400,3096478,0,0,0,0,0,0,0,0,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
409262,19790450,JOLIET,603,1548,3388021,3094794,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
409263,19797650,RIDGEWOOD SUBD,1,375,3394291,3097278,18000000,6300000,466000,310000,828000,2859000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409264,19797660,SCRIBNER STREET SUBD,1,,3393632,3096898,0,0,0,0,0,1700000,1820000,1820000,,1820000,,,,,,2049840,,,,,,,,,,,,,,,,,,,,,,,
409267,19797650,RIDGEWOOD SUBD,2,200,3394252,3097245,0,2700000,9387000,7423000,7776000,6597000,9432000,11331000,9918000,9411000,10450000,12317000,8720000,10560000,10560000,8000000,,,,8000000,,8000000,8168160,8045280,5200800,5522880,5065440,6775200,4837920,,,,,,,,,,
409268,19795105,CRISWELL COURT MHP,1,280,3397604,3096464,,,,,,,,,,3602659,,,,,,,,,,509600,513125,511692,507279,506972,502119,509728,512269,131527,129713,127129,,,,,,,,,
409269,19795105,CRISWELL COURT MHP,2,360,3397959,3096934,1980000,1980000,1980000,1980000,1980000,3500000,2800000,3000000,,,,,,2470320,2470320,,,,13934,719300,718750,723100,719798,719119,721217,726176,729971,1108472,1106957,1097728,1225000,,,,,3020400,4897470,,
409270,19797690,SHAWNITA TERRACE WATER ASSN,1,183,3397745,3096834,6000000,650000,3650000,3900000,2880945,8234400,8650000,4900080,7145480,6674570,5065200,3961440,1918000,3200620,4053210,3268600,3537570,,2616390,3280410,4180260,3621030,3363900,2707320,4046910,4135110,3863580,3338580,5836950,9262680,8169630,6088110,6171900,,2691360,3514280,,,
409271,19795680,FAIR ACRES SUBD,1,250,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409272,19795680,FAIR ACRES SUBD,2,250,,,3108000,3900000,3762000,3757000,4082000,3929000,4898000,3676000,3560000,3873000,3740000,3394000,3477000,3143000,3143000,,3978000,,,3628000,4143000,3739000,4181600,3548700,3616300,3644800,2849300,3178100,1556400,0,0,,,,,,,,
409273,19795495,WOODCREEK MHP,1,,3398580,3096473,0,0,0,1106000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409274,19795495,WOODCREEK MHP,2,,3398482,3096768,0,0,0,1107000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409275,19795495,WOODCREEK MHP,3,305,3397136,3097054,3358000,3358000,3200000,1107000,5000000,5000000,4100000,6570000,8019000,3682560,2765280,2292360,,2628000,2628000,,,,,,,,,,,,,,,,,,,,,,,,
409276,19795600,EASTMORELAND WATER CORP - JOLIET,3,286,3399570,3093901,1907000,1907000,2358378,3910000,3645774,5048532,3900000,3298860,,3298860,3004200,3102040,3391920,4467000,4798940,4217580,3832500,,,3717840,3819910,3065166,5992560,3452400,3612920,5592930,6038520,5228370,6838440,9160620,4445360,4058460,3520120,5145000,6246000,13642000,12147000,4167000,
409278,19797330,PARK ROAD WATER ASSN,1,300,3399184,3093886,1898000,1898000,2232000,1642500,1789500,1800000,1800000,1800000,,2183430,,,,,1576800,,,,1800350,4463550,1835850,1905300,365000,,,,,,,,,,,,,,,,
409279,19795600,EASTMORELAND WATER SERVICE ASSN - LENOX,2,350,3398640,3093521,,,,,,,9200000,9200000,,12281794,,,,10133150,10133150,,,,10755100,19078900,,10220000,,11923500,14549400,15730600,11133600,3537000,3391400,2770300,3726200,3726200,9977500,9848000,9082000,,,3220000,
409280,19795600,EASTMORELAND WATER SERVICE ASSN - LENOX,,,3398498,3093385,28105000,8500000,7898800,9370200,9370200,9200000,0,9370200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409281,19795600,EASTMORELAND WATER SERVICE ASSN - LENOX,1,265,3400164,3092468,28105000,6800000,10263200,11818400,11818400,12000000,12000000,12000000,,12281793,,,,10133150,10133150,,,,16478768,16004736,,10220000,,12136680,16007960,13685400,11136800,18515200,14041700,11838810,11672800,11672800,2565900,9848000,10083000,,,4760000,
409282,19795880,INGALLS PARK SUBD,2,305,3397774,3091935,15768000,10008000,10008000,10465000,9855000,5840000,6659130,7956838,,7486900,6344105,6804600,7798080,7878097,8756200,7776600,8018600,,,11333250,11333250,10197188,11804000,11804000,11804000,,,,,8446000,8446000,,,,,,,,
409283,19795880,INGALLS PARK SUBD,1,700,3397865,3091946,7884000,10008000,10008000,10465000,11497500,10220000,11537260,13954750,,13273500,13543200,12315608,11697118,13842598,13922060,11867500,12010500,,,11333250,11333250,10197187,10572000,10572000,10572000,,,,,8446000,8446000,,,,,,,,
409284,19790450,JOLIET,601,1611,3393366,3094159,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
409285,19790450,JOLIET,101,1785,3393687,3094254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409286,19790450,JOLIET,102,1600,3393687,3094254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409287,19790450,JOLIET,103,1600,3393687,3094254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409289,19790450,JOLIET,104,1686,3393687,3094254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409290,19790450,JOLIET,105,1419,3393687,3094254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409291,19790450,JOLIET,5,1608,3393560,3093985,415710000,341190000,456490000,465090000,190510000,382964000,296550000,583135000,618200000,568220000,552562000,558869000,525617000,521139000,268284000,,,,,280124518,,,343211633,343211633,462136000,447717000,448113000,448113000,247855000,408774000,235230000,454329000,440333000,430878000,337786000,,326729,458287000,
409292,19797210,AQUA ILLINOIS - OAKVIEW,1,110,3396346,3093675,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409293,19797210,AQUA ILLINOIS - OAKVIEW,2,200,3396683,3092743,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409294,19797210,AQUA ILLINOIS - OAKVIEW,3,257,3396008,3092088,7859520,9028800,8127360,9346320,9752400,10666800,9781200,10256400,10771200,10580400,9979200,9979200,9991000,10000000,9990000,10000000,10000000,14905494,14066000,16828500,17012944,20000000,,,,,,,,,,,,,,,,,
409295,19790450,JOLIET,2,1556,3387078,3092036,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409296,19790450,JOLIET,604,1575,3385832,3093698,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
409297,19790450,JOLIET,3,1536,3384192,3090500,99730000,181920000,121290000,284610000,335740000,242450000,128950000,167935000,158870000,173850000,135170000,167461000,310492000,347351000,169792000,,,,,177285644,,,217212316,217212316,109075000,,,,,,,,,,,,,,
409298,19790850,ROCKDALE,5,285,3374993,3087607,,,,,,,,194000,,,,,,0,,35770000,35620000,,,,,,36800000,32390000,38810000,36100000,36100000,36100000,50980000,70910000,82794000,82794000,79963000,,,85455000,,39331000,
409300,19790850,ROCKDALE,3,258,3377240,3088860,,,,,,,12700000,42118000,33763000,25323000,28174000,26007000,26007000,79700000,79700000,18098000,16640000,,,130196500,,,23610000,16341000,8097000,9252000,9252000,9252000,11890000,15000000,14059300,14059300,11390000,,,15221000,19119900,22478300,
409301,19790850,ROCKDALE,4,255,3374837,3087956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409302,19790850,ROCKDALE,2,1586,3377683,3087540,167300000,140400000,152500000,155550000,171870000,160500000,114855000,128117000,110293000,108210000,114208000,119779000,119779000,79700000,79700000,105060000,137420000,,,130196500,,,159230000,176720000,171940000,175450000,175450000,175450000,110250000,49788000,53660000,53660000,43491000,,,4525000,,39868000,
409303,19790850,ROCKDALE,1,660,3377669,3087455,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409304,19795360,CLEARVIEW SUBD,1,240,3388516,3086938,4562500,6300000,10950000,9760000,5800000,6700000,16463200,6160240,4216860,7714800,12384400,10190400,8660160,8996760,19318680,22945320,26370900,,26370900,26370900,26370900,,,,,,,,,,,,,,,,,,
409305,19795360,CLEARVIEW SUBD,2,220,3388483,3086549,4562500,6300000,0,0,5800000,6700000,10198400,8550800,9849220,9147600,8654400,12564000,6004080,5433480,1890880,14317920,10856880,,10856880,10856880,10856880,,,,,,,,,,,,,,,,,,
409306,19795760,GREENFIELD COMMUNITY WELL CO,1,,3392677,3088835,1460000,821250,610000,730000,840000,840000,969500,970000,970000,403398,709560,922428,709560,657000,657000,,,,,,,,,,,,,,,,,,,,,,,,
409307,19797490,SOUTHEAST JOLIET SANITARY DIST,1,248,3387395,3083336,61221000,69132000,70304000,70255000,84867000,70304000,70304000,70151000,79667000,79667000,69820000,,,,62079000,62079000,,,,36433023,,39785000,39785000,,32850000,32850000,,,65700000,65700000,,,,,,,57051400,82339800,
409308,19795265,MODERN MHP,1,,3386487,3082589,1679000,2263000,2700000,912500,2737500,2100000,2200000,2737500,2737500,2737500,2737500,2737500,2737500,2737500,2737500,2737500,2920500,,,,,,,,,,,,,,,,,,,,,,
409309,19795265,MODERN MHP,2,,3386668,3082601,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
409311,19790450,JOLIET,8,1660,3408095,3104980,618261000,555300000,532860000,317900000,159450000,310923000,502822000,430390000,309903000,336290000,378300000,511190000,420730000,298430000,448037000,,,,,467810783,,,573166903,573166903,452925000,377943000,394240000,394240000,263071000,409918000,404682000,430481000,195652000,395303000,300325000,,323943,339544000,
409312,19790450,JOLIET,201,125,3407667,3104932,215970000,246920000,142910000,127240000,85563000,70756000,8190000,0,53483000,182546000,163144000,181428000,109216000,132177000,108915000,,,,,113721882,,,139333297,139333297,149050000,,,,,,,,,,,,,,
409313,19790450,JOLIET,202,90,3407918,3102872,126880000,247730000,107580000,84440000,80000000,71240000,116320000,160010000,133595000,99922000,114240000,67530000,78610000,175100000,155480000,,,,,162341996,,,198903194,198903194,45700000,,,,,,,,,,,,,,
409314,19795280,UTILITIES INC - CHERRY HILL WATER CO,1,145,3403586,3095072,0,0,3185300,3185300,0,0,0,0,,,,,,4031000,19107400,20434400,22555940,19599700,16960800,16461100,,,18692380,18692380,18692380,,16733100,13394250,14454419,14825300,17753417,17753417,,,,,,,
409315,19790450,JOLIET,7,1701,3407981,3100450,438650000,200160000,432890000,617540000,563680000,512760000,424516000,449465000,38384000,369860000,535314000,524813000,375750000,209624000,364970000,,,,,381077682,,,466900189,466900189,315545000,356308000,472985000,472985000,142927000,358225000,435514000,389243000,430948000,417432000,441029000,,273124,0,
409316,19790450,JOLIET,203,83,3407627,3100268,364980000,232576000,204330000,167650000,139440000,167640000,150890000,169055000,139075000,136060000,95714000,77130000,115798000,102830000,81650000,,,,,85253562,,,104453599,104453599,286942000,,,,,,,,,,,,,,
409317,19790700,NEW LENOX,4,300,3417876,3091236,85268600,60314500,119337500,127196720,102454900,88820300,97108500,18085500,16245000,,19064000,2574000,,157680000,157680000,,,,,,,,,,,,,,,,,,,,,,0,0,
409318,19795800,HILLVIEW SUBDIVISION,1,,3418044,3094047,3744000,4742400,3883200,3070000,5865700,9354900,3590800,3945200,2825300,2971100,3101300,2322900,2226110,2482200,2449300,2168300,2150700,2402200,2350500,2431200,2465600,2457200,3375500,2016000,2515000,2515000,1892900,1992800,1973500,1901600,1898500,1975500,2032100,,1893500,2083700,552300,2264500,
409319,19790700,NEW LENOX,7,323,3418030,3093571,,,,,,,55283000,133624500,111160000,117424000,96682000,108379000,105468000,105120000,105120000,84000000,79939000,83435000,94657000,113635000,92103000,7735000,,,,,,,,,,,,,,,0,0,
409320,19795280,UTILITIES INC - CHERRY HILL WATER CO,2,260,3404830,3094245,20482800,28951600,13000000,13000000,26905000,23062300,23062300,23062300,,16779000,18966000,17392000,17631000,19773000,93900,,,,,104000,19334300,17261888,,,,15988736,,4696380,,,,,,,,,,,
409322,19790700,NEW LENOX,3,325,3417411,3085917,20892200,97462100,49288500,41395100,55012800,69029990,56057500,54861000,67023000,50375700,56236000,72200000,76030000,113150000,113150000,63018000,59770000,48139000,54164000,50971000,47140000,1124000,,,,,,0,0,216000,216000,,,,,,0,0,
409323,19790700,NEW LENOX,2,334,3417518,3085917,3798600,4605900,454400,3461800,10918300,28940500,26125100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
409324,19790700,NEW LENOX,1,320,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409325,19797770,SUNSET TRAILS APARTMENTS,1,300,3420459,3090223,,,,,,9400000,9400000,9400000,,4800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409326,19790700,NEW LENOX,5,303,3413681,3080109,38551200,40272300,50878200,38407700,57851200,56176540,67865500,72088500,89632000,97286000,93096700,66682000,73062000,147095000,147095000,42716000,60173000,64963000,49026000,52746000,66833000,5084000,,,,,,0,0,216000,216000,216000,,,,,0,0,
409327,19790700,NEW LENOX,6,325,3414093,3082676,0,0,919130,22173020,7223448,11166214,6720080,19688970,570000,11166214,14343590,31563000,18495000,63145000,63145000,,,,,,,,,,,,,,,,,,,,,,0,0,
409328,19790600,MOKENA,5,355,3437391,3101616,,,,,,11530000,90282000,102251000,,86286500,90331000,88557000,113699000,184008000,241442000,161175000,171400000,193112000,211672000,166435000,135664000,194936000,27879000,,,,,120000,120000,120000,120000,120000,120000,270000,179000,213000,186000,191000,
409329,19790600,MOKENA,3,417,3439145,3096565,73996000,79628000,85069000,84518000,106590000,140262000,121489000,70322000,,86286500,91461000,87110000,113772000,152485000,128241000,136090000,132300000,151867000,163713000,100948000,146299000,151592000,20961000,,,,,120000,120000,120000,120000,120000,120000,139000,191000,219000,197000,212000,
409330,19790600,MOKENA,2,225,3440713,3098044,67824600,64354000,64821100,64880100,43182000,777200,0,0,,,,,0,,,,,,,,117921000,,,,,,,,,,,,,0,,0,,,
409331,19790600,MOKENA,1,139,3440910,3098436,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409333,19790600,MOKENA,4,420,3447127,3101850,0,0,0,0,0,0,0,0,,,58431000,111340000,79650000,60601000,126370000,146699000,152274000,172534000,183959000,160758000,172253000,177077000,27463000,,,,,120000,120000,120000,120000,120000,120000,196000,550000,201000,163000,197000,
409334,19795040,ILLINOIS AMERICAN - ARBURY HILLS DIV,1,457,,,8146000,5334000,3568000,525000,153000,1695000,387000,15022000,280000,223000,654000,32000,1111000,306000,1791000,408000,246000,314000,241000,293000,3508000,413000,107000,130000,245000,181000,456000,226000,272000,5288000,507000,132000,,,,143000,,49146000,
409335,19795040,ILLINOIS AMERICAN - ARBURY HILLS DIV,2,435,,,51616000,51501000,47813000,48336000,48625000,65559000,59830000,49159000,58867000,59592000,57116000,52792000,58740000,53740000,49957000,68692000,59539000,86588000,60266000,59739000,60446000,62818000,60648000,55887000,59353000,61113000,56157000,52133000,53024000,50340000,58268000,56182000,,,57343000,48963000,44473000,222000,
409336,19790400,FRANKFORT,9,505,3462202,3094389,,,,,,,,,,,,,,311388920,357270123,312039400,258503320,215117420,270189700,347964721,388708060,444315960,371958440,353607600,345835413,352773231,337521653,283148578,257737000,184918000,260849000,365968000,138222000,258318000,254185000,267873000,197763000,,
409337,19790400,FRANKFORT,8,500,3462190,3094289,,,,,,,,,,,,,,115011480,38477077,59544200,46936680,25043590,25908300,20429800,24285540,25234040,40982320,64930200,123089689,125594242,68863736,107727630,139332000,187346000,61956000,48908000,77517000,70495000,97844000,42270000,102114000,89492000,
409338,19790400,FRANKFORT,4,390,3445249,3090510,110771000,82772000,91579000,83604000,97896000,95998000,105959300,123241000,111895000,125130000,111809000,102065000,70928000,109490000,63065000,93039000,65051000,106707000,98387000,82563000,111580000,137680000,93653000,99832000,214556542,218861466,190780274,96134268,120459000,228073000,79278000,142746000,242410000,238218000,237909000,238966000,265264000,2457257000,
409339,19790400,FRANKFORT,7,374,3469101,3086136,,,,,,,,,,,,,,14324400,19947600,15508400,11498400,22376800,19313860,195000,16149900,307500,15862288,8128808,32378761,32855864,16352245,75569798,81705000,69862000,90847000,95210000,84916000,95561000,65209000,101487000,81185000,79229000,
409340,19713356,PRESTWICK COUNTRY CLUB,1,370,3466062,3085360,,,,,,,,,,,,7000000,7000000,7000000,15000000,,,,,,28729200,24265000,20597000,20597000,20597000,,11000000,11500000,11500000,4800000,5000000,4000000,15000000,,,,,,
409341,19790400,FRANKFORT,1,165,3449257,3085964,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409342,19790400,FRANKFORT,3,433,,,93189300,57337300,67775800,61289600,71859100,77388400,84502800,84162000,87298400,57276100,79922700,80883400,85959200,44371100,131711000,188521000,185131000,224797000,227996000,194253000,168649700,214523000,82031000,33624000,74710528,76205000,24858000,11022000,6276000,7035000,2249000,6066000,574000,334000,,,,,
409344,19790400,FRANKFORT,2,315,3450278,3083628,5027000,3856300,4757000,5059200,6001400,6539100,3919300,11255900,8333000,2484500,10662900,9970800,9208300,2845840,792300,13170000,9622000,14742000,29839000,14941000,20895000,28591000,138500,,,,,,,,,,,,,,,,
409345,19790400,FRANKFORT,5,428,3452588,3079723,12542600,81843400,88028300,106372100,95780500,88519300,71788900,106827100,109775500,108934800,129084500,155589500,183213500,21720900,144111000,229098000,207605000,230977000,246044000,218806000,192310500,223604000,235818000,234295000,88695129,90473000,39513000,11237000,4027000,7450000,13831000,24116000,15830000,6584000,10873000,9296000,11637000,9111000,
409346,19790800,PLAINFIELD,4,1443,3350854,3129348,64749000,58358000,84653000,88900000,83974000,92461000,101556000,115336000,118495000,151691000,164576000,159931000,150670000,225992000,209866000,163277000,167865000,154115000,152678000,190957000,175058000,181663000,168898000,43918000,,,,,,,,,,,,,,,
409347,19790800,PLAINFIELD,1,195,3352770,3128169,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
409348,19790800,PLAINFIELD,2,201,3352371,3128153,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
409349,19790800,PLAINFIELD,3,1480,3353995,3126555,146215000,161943000,142388000,132892000,131416000,126431000,117302000,118877000,95814000,95204000,82573000,72900000,109017000,64181000,99302000,142457000,243642000,134829000,131693000,142309000,114785000,151939000,178613000,44058000,12295000,337000,,,,,,,,,,,,,
409350,19795210,ILLINOIS AMERICAN - CENTRAL STATES DIV,1,260,3365321,3116818,1460000,1460000,1169700,1984000,1342400,1613300,2136000,1827383,2128000,2500000,2547000,2547000,2217000,3050000,3608000,5755000,4561000,3029000,3225000,2986000,2943000,3173000,3536000,3536000,3449000,3309000,3233000,3281000,3277000,3838000,3454000,3569000,,,2389000,2310400,2503000,2388000,
409351,19797730,SUNNYLAND SUBD,3,150,3369309,3110412,2489100,2573000,2605400,2458100,2065800,2575600,3499400,2831900,3225300,3264850,3264850,3264850,2995920,2995920,1680900,8800,37300,,,,,,,,,,,,,,,699400,,,,,,,
409352,19797730,SUNNYLAND SUBD,2,124,3369348,3110355,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409353,19797730,SUNNYLAND SUBD,1,132,3369002,3110402,2922500,3349700,2688900,3656900,3722800,3327500,3035400,3118700,3304400,3264850,3264850,3264850,2995920,2995920,5428600,7351100,6383800,,7494800,5743000,4506400,4545000,4545000,5651100,5735300,5221500,5599200,6654100,6881900,5650200,6487700,4661200,6182300,,6375600,4928100,1997600,4816800,
409355,19790450,JOLIET,12,1557,3365759,3111023,69710000,104167000,253099000,276920000,401900000,279750000,255600000,354555000,507925000,319090000,263890000,331390000,415950000,608932000,601180000,,,,,627712642,,,769080415,769080415,391210000,464484000,425345000,425345000,149972000,393016000,298911000,105862000,387450000,476282000,470146000,,219338,254443000,
409356,19795376,GARDEN STREET IMPROVEMENT ASSN,1,130,3368783,3111366,,,,,,2000000,1880000,1880000,,2084223,,,1419120,1419120,1419120,,,,,1460000,,1460000,1395800,1471500,1471500,1147500,1147500,1062500,970900,911200,799800,900300,978700,946200,938000,1080500,458100,1151800,
409357,19795480,CRYSTAL LAWNS ADDITION IMPROVEMENT ASSOC.,1,250,3363347,3108946,9272000,11077200,12738500,12626590,13162100,11245400,10576000,13512800,31650700,13627700,11614000,10158600,10324100,12168500,12112300,9924200,12655600,12286900,8970100,9346100,9578700,8958900,8367500,7614400,9544200,7196700,7884300,6965100,6016400,5350800,5884400,7135200,7174000,12840600,7146000,6350500,12582000,6347200,6884600
409358,19795480,CRYSTAL LAWNS ADDITION IMPROVEMENT ASSOC.,2,250,3363476,3109965,9272000,6609400,5904500,7381900,6185100,6401980,7116400,7669800,5423700,4568000,6798700,7175500,5606100,5806300,5685100,6604200,4487300,5287100,6310200,6121300,6039900,6145500,15683300,832400,5770200,5801000,5526400,5371700,5771900,7067100,5976000,5304300,4774800,9956400,4998900,4786000,9113000,4362700,4150200
409359,19795480,CRYSTAL LAWNS ADDITION IMPROVEMENT ASSOC.,3,250,3362020,3109810,9272000,7282700,6352400,7470000,5674600,4267700,3262300,5709300,5519000,4529200,1273500,5043400,2762800,4018800,4889000,5997800,6226300,1459600,4771400,5705800,5290300,354900,,,,,,,,,,,,,,,,0,0
409360,19795480,CRYSTAL LAWNS ADDITION IMPROVEMENT ASSOC.,4,250,3360037,3110007,9272000,3940740,7563600,8406000,5371200,4420100,7773300,8902400,6213500,5239200,4095000,5488300,7054800,4213200,7359900,6491500,5670900,4861500,4899800,6012800,5814500,7576700,5339000,4824100,5070900,4638600,7299800,3946800,4340800,5348100,3709100,4906100,4791400,8551600,3726400,4140000,8626600,6196100,5343500
409361,19795480,CRYSTAL LAWNS ADDITION IMPROVEMENT ASSOC.,5,250,3361489,3111063,9272000,5917800,5079400,5241300,8681100,10601600,9367300,7494000,6564500,6648000,12219500,5340900,10481300,8197300,6526700,38011800,6457900,6974400,5576100,6292700,5654100,3935700,8365900,4675100,4976600,4016200,4559700,4708200,4432000,4869200,3937800,3959400,3419900,5965000,3435000,2806200,5950600,4036900,3523800
409362,19790250,CREST HILL,8,180,3369789,3103944,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,60344000,,,,,102158000,87130000,,,,
409363,19790900,ROMEOVILLE,4,1524,3381600,3134746,221808000,116963000,111571000,91048000,123323000,3639000,189144000,189144000,70090000,103352000,88298000,72805000,72805000,,,,,,,16877000,17681000,49872000,192375000,86901000,35206000,134441000,193459000,200037000,201278000,235173312,199416688,300883300,339149000,254342000,243052000,193424000,198340000,171529000,
409364,19795400,COLLEGE VIEW SUBD,2,296,3384905,3126353,355500,3787500,4032300,4721600,4721600,5955800,5955800,7800000,4614800,4614800,4614800,1419800,1419800,3185667,3185667,,4743000,,3900000,3585000,3309000,3027000,2558000,2539000,2555000,2555000,2555000,2108500,2898400,2611300,2404500,2243500,2024500,1774400,2915900,3006100,3349100,3214900,2794100
409366,19795400,COLLEGE VIEW SUBD,3,327,3385229,3126707,6163700,6467800,6721500,5994000,5994000,6797600,6797600,7800000,6130000,6130000,6130000,7517400,7517400,,3185667,,5537000,,4470000,4224000,4456000,3083000,2885000,2879000,2930000,2930000,2930000,3065600,3200900,2899300,2633900,2404700,3427000,3583800,3981900,3413000,3870300,3476100,2943800
409367,19795400,COLLEGE VIEW SUBD,1,,3385629,3125681,5279300,5526000,5372000,5745000,5745000,6524200,6524200,7900000,4749300,4749300,4749300,12277440,12227440,3185667,3185667,,4996000,,5521000,5340000,5893000,6978000,5850000,6025000,5954000,5954000,5954000,4295300,4403600,3971900,3650600,3314900,2985900,3078500,2814300,1770600,3171500,3258800,2598100
409368,19795425,BUSY BEE MHP #2,1,,3398765,3126700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409369,19795425,BUSY BEE MHP #2,2,175,3397488,3126287,396270,400962,550000,631000,1600000,1600000,1530000,454425,333245,259171,765132,861349,870876,980016,980016,,,,,732190,732190,732190,732190,693595,655000,655000,655000,,,,,,,,,,,,
409371,19795239,JOLIET REGION PORT DIS AIRPORT,2,300,3386387,3123463,4750000,0,45488000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409372,19795239,JOLIET REGION PORT DIS AIRPORT,5,300,3387402,3123638,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409373,19795239,JOLIET REGION PORT DIS AIRPORT,6,310,3387402,3123638,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409374,19795239,JOLIET REGION PORT DIS AIRPORT,1,576,3385989,3124606,4750000,16913000,0,35408730,16483850,22615200,22615200,32121333,,16060667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409375,19795239,JOLIET REGION PORT DIS AIRPORT,3,1523,3383040,3122682,33250000,27174600,0,13440070,19602210,11908200,11908200,16060677,,16060667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409378,19795239,JOLIET REGION PORT DIS AIRPORT,4,285,3383076,3122736,4750000,2686600,0,2464000,4171200,2273000,2273000,1922900,,16060666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409379,19797910,STATEVILLE CORRECTIONAL CENTER,6,1611,3383946,3115179,146224000,147684000,151973000,132677000,120134000,127300000,109000000,143000000,120000000,61834000,134854000,134580000,132703000,134028000,141341000,134034000,141500000,,,89328750,,,,,,,,,,,,,,,,,,,
409380,19790500,LOCKPORT,3,1571,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409381,19790500,LOCKPORT,4,1572,,,172029300,78467020,235347110,241846000,182000000,182000000,192878290,251114800,175700000,79334250,254380000,290340000,242500000,429680000,398270000,337019000,243320000,263290000,91484600,189349000,207881000,84450000,,,,,,,,,,,,,,,0,,
409382,19790500,LOCKPORT,2,1555,,,219951300,316955000,178108700,135177000,182000000,182000000,154762200,119398600,175850000,252615800,128590000,100700000,136000000,,8740000,40257000,115249000,58153000,112111000,147733000,130083000,32323000,,,,,,,,,,,,,,,0,,
409383,19790500,LOCKPORT,1,1922,3391356,3117805,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409384,19797910,STATEVILLE CORRECTIONAL CENTER,3,1527,3382128,3114340,225200,0,0,0,0,0,0,0,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,
409385,19797910,STATEVILLE CORRECTIONAL CENTER,1,1600,3382145,3113821,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409386,19797910,STATEVILLE CORRECTIONAL CENTER,2,1577,3382162,3113286,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
